movie_companies.id,movie_companies.movie_id,movie_companies.company_id,movie_companies.company_type_id,movie_companies.note
3700158,3282298,52488,2,(co-production)
3700178,3282326,150664,2,(co-production)
3700487,3282794,23778,2,(presents)
3700506,3282830,22134,2,(presents)
3700507,3282830,150787,2,(presents)
3700179,3282326,150665,2,(co-production)
3700786,3283099,1030,2,(co-production)
3700544,3282615,150801,2,(co-production)
3700545,3282615,35103,2,(co-production)
3700547,3282615,81595,2,(co-production)
3700548,3282615,21314,2,(co-production)
3700549,3282616,121375,2,(co-production)
3700597,3282863,133069,2,(co-production)
3700602,3282864,1469,2,(presents)
3700605,3282865,4583,2,(presents)
3700607,3282865,967,2,(presents)
3700643,3282912,150836,2,(co-production)
3700670,3282955,14077,2,(presents)
3700683,3282967,150852,2,(presents)
3700699,3282982,150863,2,(presents)
3700712,3282994,150870,2,(presents)
3700722,3283000,22212,2,(presents)
3700976,3283256,150938,2,(presents)
3700977,3283259,150939,2,(co-production)
3700978,3283259,899,2,(co-production)
3700787,3283099,405,2,(co-production)
3701095,3283391,150979,2,(presents)
3701100,3283408,60040,2,(co-production)
3700996,3283307,81,2,(co-production)
3700997,3283307,320,2,(co-production)
3700790,3283103,147779,2,(presents)
3701298,3283628,151051,2,(co-production)
3701035,3283255,8977,2,(co-production)
3701038,3283255,6543,2,(co-production)
3701042,3283255,115784,2,(co-production)
3701044,3283255,10226,2,(co-production)
3701451,3283779,124999,2,(co-production)
3701452,3283779,151101,2,(co-production)
3701157,3283464,151012,2,(co-production)
3701166,3283479,28254,2,(co-production)
3701167,3283479,151017,2,(co-production)
3701168,3283479,5001,2,(co-production)
3701184,3283521,21755,2,(co-production)
3701211,3283531,8253,2,(presents)
3701477,3283823,22403,2,(presents)
3701347,3283676,151069,2,(co-production)
3701354,3283685,77767,2,(co-production)
3701671,3284024,151170,2,(presents)
3701355,3283685,115221,2,(co-production)
3701361,3283685,35103,2,(co-production)
3701680,3284034,22454,2,(presents)
3701362,3283685,29255,2,(co-production)
3701364,3283685,9002,2,(co-production)
3701365,3283685,122658,2,(co-production)
3701561,3283884,35103,2,(co-production)
3701367,3283685,151072,2,(co-production)
3701369,3283685,125620,2,(co-production)
3701568,3283884,78210,2,(co-production)
3701570,3283884,150644,2,(co-production)
3701571,3283884,10226,2,(co-production)
3701577,3283891,21564,2,(presents)
3701765,3284136,259,2,(presents)
3701370,3283685,115784,2,(co-production)
3701393,3283712,151081,2,(presents)
3701417,3283744,8977,2,(co-production)
3701774,3284145,736,2,(presents)
3702119,3284505,151337,2,(as Barbarian Film Group) (presents)
3701787,3284168,151214,2,(presents)
3701812,3284209,151224,2,(co-production)
3701813,3284209,7968,2,(co-production)
3702001,3284354,151295,2,(co-production)
3702002,3284354,35103,2,(co-production)
3701848,3284268,22519,2,(presents)
3702006,3284354,37677,2,(co-production)
3702007,3284354,151297,2,(co-production)
3701859,3284278,151244,2,(co-production)
3702180,3284575,36100,2,(presents)
3701876,3284299,554,2,(co-production)
3701878,3284299,61164,2,(co-production)
3701879,3284299,151252,2,(co-production)
3701881,3284299,151254,2,(co-production)
3701882,3284299,405,2,(co-production)
3701896,3284317,41286,2,(presents)
3701897,3284317,151261,2,(presents)
3701931,3284195,151273,2,(co-production)
3701933,3284195,8977,2,(co-production)
3702088,3284455,151326,2,(presents)
3702216,3284620,151380,2,(presents)
3702286,3284615,151402,2,(co-production)
3702287,3284615,151403,2,(co-production)
3702227,3284645,1698,2,(presents) (as Twentieth Century-Fox)
3702233,3284651,978,2,(co-production)
3702515,3284901,19974,2,(presents)
3702235,3284651,353,2,(co-production)
3702239,3284653,19974,2,(presents)
3702341,3284728,25839,2,(presents)
3702240,3284653,14497,2,(presents)
3702558,3284958,11226,2,(presents)
3702242,3284653,22638,2,(presents)
3702253,3284666,50324,2,(presents)
3702593,3285006,7568,2,(presents)
3702259,3284671,151394,2,(presents)
3702260,3284671,75159,2,(co-production) (as MK2)
3702261,3284671,151395,2,(co-production)
3702620,3285059,10858,2,(presents)
3702624,3285064,22743,2,(presents)
3702655,3285109,151525,2,(presents)
3702666,3285003,151531,2,(co-production)
3702670,3285003,151532,2,(co-production)
3702672,3285003,12295,2,(co-production)
3702713,3285105,151545,2,(co-production)
3702742,3285159,22765,2,(presents)
3702786,3285229,48176,2,(presents)
3702792,3285229,21160,2,(presents)
3702830,3285225,147783,2,(co-production)
3702831,3285225,12295,2,(co-production)
3702844,3285274,136466,2,(co-production)
3702849,3285280,151596,2,(co-production)
3702850,3285280,151597,2,(co-production)
3702851,3285280,151598,2,(co-production)
3702853,3285280,151600,2,(co-production)
3702854,3285280,151601,2,(co-production)
3702855,3285280,151602,2,(co-production)
3702856,3285280,151603,2,(co-production)
3702893,3285334,30962,2,(co-production)
3702914,3285356,10858,2,(presents)
3702262,3284671,38326,2,(co-production)
3703132,3285564,22862,2,(presents)
3702942,3285361,84884,2,(co-production)
3702943,3285361,60,2,(co-production)
3702945,3285378,151637,2,(presents)
3702946,3285378,37487,2,(co-production) (as ARTE France Cinéma)
3703241,3285791,151732,2,(presents)
3703513,3286091,151821,2,(presents)
3703521,3286099,151822,2,(co-production)
3703522,3286099,151823,2,(co-production)
3703524,3286099,48977,2,(co-production)
3703526,3286099,151826,2,(co-production)
3703377,3285959,22942,2,(presents)
3703537,3286111,26234,2,(presents)
3703538,3286111,3044,2,(presents)
3703549,3286125,12935,2,(presents)
3703243,3285792,151732,2,(presents)
3703551,3286126,12935,2,(presents)
3703552,3286129,75141,2,(co-production)
3703258,3285801,82710,2,(co-production)
3703968,3287192,151935,2,(presents)
3703621,3286264,34435,2,(co-production)
3703647,3286362,151855,2,(co-production)
3703648,3286362,116844,2,(co-production)
3704022,3287277,151948,2,(co-production)
3704060,3287355,120599,2,(presents)
3704086,3287380,111998,2,(presents)
3703657,3286382,112421,2,(co-production)
3703658,3286382,151858,2,(co-production)
3703659,3286382,684,2,(co-production)
3703722,3286523,3407,2,(co-production)
3703769,3286694,18257,2,(presents)
3703791,3286735,151902,2,(presents)
3703992,3287242,151939,2,(presents)
3703828,3286848,104488,2,(co-production)
3703830,3286848,51596,2,(co-production)
3703831,3286848,55188,2,(co-production)
3703832,3286848,83106,2,(co-production)
3704568,3287982,140240,2,(co-production)
3704391,3287914,72699,2,(presents)
3704413,3287950,152074,2,(co-production)
3704220,3287605,151997,2,(co-production)
3704221,3287605,121380,2,(co-production)
3704222,3287605,67080,2,(co-production)
3704225,3287605,42672,2,(co-production)
3704226,3287605,122606,2,(co-production)
3704227,3287605,122606,2,(co-production)
3704228,3287605,151998,2,(co-production)
3704229,3287605,151999,2,(co-production)
3704230,3287606,152000,2,(co-production)
3704234,3287606,151999,2,(co-production)
3704236,3287607,11192,2,(presents)
3704248,3287628,152007,2,(presents)
3704262,3287643,3044,2,(presents)
3704266,3287650,152015,2,(presents)
3704270,3287655,152017,2,(co-production)
3704272,3287655,6127,2,(co-production)
3704300,3287702,138697,2,(presents) (as Emmett/Furla Films)
3704307,3287702,3044,2,(presents)
3704573,3287982,28230,2,(co-production)
3704331,3287753,979,2,(co-production)
3704332,3287753,152036,2,(co-production)
3704333,3287753,152037,2,(co-production)
3704344,3287767,430,2,(presents)
3704577,3287982,84576,2,(co-production)
3704652,3288168,152140,2,(co-production)
3704742,3288317,9715,2,(presents)
3704759,3288142,152169,2,(co-production)
3704760,3288142,37785,2,(co-production)
3704761,3288142,12295,2,(co-production)
3705727,3289724,23518,2,(presents)
3704788,3288253,152172,2,(co-production)
3704789,3288253,152173,2,(co-production)
3704790,3288253,14449,2,(co-production)
3704791,3288253,152174,2,(co-production)
3704792,3288253,152175,2,(co-production)
3705461,3289300,47,2,(presents)
3705463,3289308,23476,2,(co-production)
3705489,3289337,23483,2,(presents)
3705544,3289416,23487,2,(presents)
3705015,3288546,287,2,(presents)
3705258,3288975,15248,2,(co-production)
3705259,3288975,15206,2,(co-production)
3705366,3289152,97435,2,(co-production)
3705412,3289227,3003,2,(presents) (A Roland Emmerich Film)
3705850,3289853,18385,2,(presents)
3705858,3289858,21982,2,(presents)
3705859,3289858,38563,2,(presents)
3705874,3289871,23563,2,(presents)
3705738,3289736,152371,2,(co-production) (as Classic Srl)
3705898,3289899,25441,2,(presents) (as London Films)
3705743,3289736,152373,2,(co-production) (as Precious Yield Ltd)
3705747,3289737,465,2,(presents)
3705927,3289934,3003,2,(presents)
3706362,3290480,152571,2,(co-production)
3706167,3290205,1698,2,(presents) (as Twentieth Century-Fox) (produced by) (as Twentieth Century-Fox Film Corporation also)
3706191,3290223,152514,2,(co-production)
3706195,3290227,152516,2,(presents)
3706196,3290227,59710,2,(presents)
3706023,3290036,152461,2,(presents)
3706055,3290082,3003,2,(presents)
3706084,3290112,74178,2,(co-production)
3706092,3290103,54282,2,(co-production)
3706093,3290103,152480,2,(co-production)
3706363,3290480,53011,2,(co-production)
3706265,3290346,113376,2,(co-production)
3706267,3290346,1276,2,(co-production)
3706370,3290493,39976,2,(co-production)
3706371,3290493,2643,2,(co-production)
3706423,3290434,152582,2,(co-production)
3706425,3290434,23721,2,(co-production)
3706840,3290956,152715,2,(co-production)
3706649,3290668,132022,2,(co-production)
3706651,3290668,126,2,(co-production)
3706667,3290699,152654,2,(co-production)
3706668,3290699,111498,2,(co-production)
3706729,3290816,113672,2,(co-production)
3706765,3290862,152694,2,(co-production)
3706585,3290702,870,2,(presents)
3706643,3290668,24425,2,(co-production)
3706853,3290976,26234,2,(presents) (as Columbia Pictures)
3707018,3291173,152784,2,(presents)
3707019,3291173,152784,2,(presents)
3706797,3290917,23787,2,(presents)
3706798,3290917,21954,2,(presents)
3706810,3290928,152706,2,(co-production) (line producer)
3706907,3291032,37278,2,(presents)
3707051,3291205,120599,2,(presents)
3707081,3291235,99928,2,(presents)
3707083,3291237,111998,2,(presents)
3707417,3291672,23778,2,(presents)
3707130,3291304,152818,2,(presents)
3707150,3291315,136756,2,(co-production)
3707536,3291872,2989,2,(co-production)
3707537,3291872,381,2,(co-production)
3707543,3291876,152959,2,(co-production)
3707610,3291948,23983,2,(presents)
3707293,3291476,152871,2,(co-production)
3707313,3291508,81057,2,(presents)
3707325,3291522,152885,2,(co-production)
3707326,3291522,152886,2,(co-production)
3707339,3291549,132725,2,(co-production)
3707703,3291734,153012,2,(co-production)
3707741,3291845,470,2,(co-production)
3707823,3292064,22874,2,(presents)
3707858,3292093,67072,2,(presents)
3707639,3291437,37487,2,(co-production)
3707442,3291705,23940,2,(co-production)
3707648,3291437,28254,2,(co-production)
3707650,3291437,78210,2,(co-production)
3707653,3291437,115784,2,(co-production)
3707655,3291437,58731,2,(co-production)
3707656,3291437,10226,2,(co-production)
3707671,3291565,126,2,(co-production)
3707860,3292095,46516,2,(co-production)
3707909,3292169,3003,2,(presents)
3707443,3291705,152928,2,(co-production)
3707481,3291758,23778,2,(presents)
3707957,3292221,24084,2,(presents)
3707958,3292221,107058,2,(co-production)
3707959,3292221,153089,2,(co-production)
3707960,3292221,153090,2,(co-production)
3707963,3292228,3003,2,(presents)
3708197,3292482,1030,2,(co-production)
3708215,3292498,153179,2,(co-production)
3708220,3292498,8977,2,(co-production)
3708222,3292498,106543,2,(co-production)
3708226,3292498,115784,2,(co-production)
3708228,3292498,153181,2,(co-production)
3708264,3292531,24153,2,(presents)
3708033,3292129,45763,2,(co-production)
3708034,3292129,148891,2,(co-production)
3708035,3292129,113170,2,(co-production)
3708095,3292373,1469,2,(presents)
3708112,3292411,978,2,(co-production)
3708114,3292411,1652,2,(co-production)
3708115,3292411,405,2,(co-production)
3708118,3292377,153141,2,(co-production)
3708136,3292421,24122,2,(co-production)
3708152,3292430,153158,2,(co-production)
3708153,3292430,84023,2,(co-production)
3708172,3292447,13805,2,(presents)
3708174,3292447,1469,2,(as Warner Bros. Pictures) (presents)
3708194,3292482,2224,2,(co-production)
3708195,3292482,902,2,(co-production)
3707490,3291762,23177,2,(presents)
3707501,3291793,48204,2,(co-production)
3708543,3292833,153294,2,(co-production)
3707510,3291812,23961,2,(presents)
3708546,3292833,150350,2,(co-production)
3708548,3292833,8977,2,(co-production)
3708552,3292833,34435,2,(co-production)
3708556,3292839,3513,2,(presents)
3708560,3292839,153298,2,(as Gravity Pictures) (presents)
3708561,3292839,153299,2,(presents)
3708439,3292744,107793,2,(co-production)
3708440,3292744,976,2,(co-production)
3708441,3292744,76664,2,(co-production)
3708449,3292753,37487,2,(co-production)
3708566,3292839,67052,2,(as ORF) (presents)
3708568,3292839,23608,2,(as The UK Film Council) (presents)
3708569,3292839,44185,2,(presents)
3708456,3292753,28254,2,(co-production)
3708753,3293062,26234,2,(presents)
3708478,3292778,9798,2,(presents)
3708498,3292800,41482,2,(presents) (as B.R. Films P. Ltd.)
3708510,3292811,1698,2,(presents) (as Twentieth Century-Fox)
3708611,3292907,153318,2,(presents)
3708662,3292964,11226,2,(presents)
3708673,3292979,29220,2,(co-production)
3708682,3292979,153343,2,(co-production)
3708683,3292979,35103,2,(co-production)
3708685,3292979,153344,2,(co-production)
3708687,3292979,126,2,(co-production)
3708754,3293063,2016,2,(presents)
3708767,3293074,24277,2,(co-production)
3708774,3293089,24280,2,(presents)
3708861,3293258,153407,2,(presents)
3709098,3293349,153483,2,(co-production) (as CER)
3709099,3293349,21698,2,(co-production)
3709115,3293414,1469,2,(presents) (as Warner Bros. Pictures)
3709131,3293446,80505,2,(co-production)
3708910,3293241,111998,2,(presents)
3708911,3293241,3829,2,(presents)
3709229,3293650,3003,2,(presents)
3709146,3293455,14026,2,(co-production)
3709253,3293690,26234,2,(presents)
3709338,3293707,153555,2,(co-production)
3709457,3293929,13805,2,(presents)
3709458,3293929,1469,2,(as Warner Bros. Pictures) (presents)
3709483,3293955,153611,2,(co-production)
3709484,3293955,153612,2,(co-production)
3709494,3293967,108296,2,(presents)
3709573,3294062,153642,2,(presents)
3709581,3294069,153643,2,(presents)
3709583,3294069,153644,2,(presents)
3709584,3294069,153645,2,(as Twilight Production & Entertainment Corporation) (presents)
3709615,3294111,60615,2,(co-production)
3709370,3293799,6127,2,(co-production)
3709549,3294034,153633,2,(co-production)
3709371,3293799,115533,2,(co-production)
3709647,3294136,153662,2,(co-production)
3709649,3294136,153663,2,(co-production)
3709652,3294140,153664,2,(presents)
3709373,3293799,153564,2,(co-production)
3709663,3294149,942,2,(co-production)
3709374,3293799,24435,2,(co-production)
3709734,3294213,108121,2,(co-production)
3710049,3294582,153823,2,(co-production)
3709773,3294253,4583,2,(presents)
3709782,3294266,153725,2,(presents) (as Prima Productions)
3709791,3294229,12295,2,(co-production)
3709802,3294277,24532,2,(co-production)
3709803,3294277,85286,2,(co-production)
3709845,3294348,140253,2,(co-production)
3709846,3294348,153742,2,(co-production)
3709852,3294348,1698,2,(presents) (as Twentieth Century Fox)
3709865,3294365,24547,2,(presents)
3709698,3294186,24497,2,(presents)
3709717,3294197,36724,2,(presents)
3710136,3294756,12138,2,(presents)
3710141,3294764,149645,2,(presents)
3710057,3294595,153827,2,(presents)
3710176,3294838,24623,2,(co-production)
3710062,3294594,91642,2,(as RexMedia) (presents)
3710278,3294863,153913,2,(presents)
3710222,3294550,30134,2,(co-production)
3710071,3294614,153832,2,(presents)
3710430,3295063,153955,2,(co-production)
3710384,3295014,26234,2,(as Columbia Pictures) (presents)
3710431,3295063,5478,2,(co-production)
3710491,3295139,139846,2,(presents)
3710569,3295082,27619,2,(co-production)
3710791,3295459,154066,2,(presents)
3710799,3295467,154071,2,(co-production)
3710828,3295489,24789,2,(presents)
3710683,3295333,33620,2,(co-production)
3710684,3295333,154034,2,(co-production)
3710728,3295388,24754,2,"(as The Cannon Group, Inc.) (presents)"
3710760,3295422,12743,2,(co-production)
3710761,3295422,154053,2,(co-production)
3710765,3295422,154055,2,(co-production)
3710940,3295632,8257,2,"(presents) (as RKO Radio Pictures, Inc.)"
3710943,3295638,111998,2,(presents)
3710944,3295638,3829,2,(presents)
3710594,3295202,24716,2,(presents)
3710958,3295655,6127,2,(co-production)
3711306,3296040,10859,2,(presents)
3711001,3295689,20714,2,(presents)
3711158,3295861,287,2,(controlled by Loew's Incorporated) (presents)
3711179,3295892,154235,2,(co-production)
3711180,3295892,31077,2,(co-production)
3711007,3295692,24821,2,(presents)
3711307,3296042,154277,2,(presents)
3711405,3296173,2150,2,(co-production)
3711083,3295803,24362,2,(co-production)
3711105,3295825,154201,2,(presents)
3711107,3295826,154203,2,(presents)
3711275,3295991,11226,2,(co-production)
3711277,3295991,115773,2,(co-production) (as Mandarin Cinéma)
3711280,3295991,12295,2,(co-production)
3711422,3296188,5279,2,(presents)
3711817,3296497,154462,2,(co-production)
3711532,3296317,117901,2,(co-production)
3711533,3296317,32722,2,(co-production)
3711564,3296360,117259,2,(co-production)
3711653,3296513,154396,2,(presents) (as A George Pal Production)
3711659,3296526,554,2,(co-production)
3711664,3296526,31810,2,(co-production)
3711666,3296526,3663,2,(co-production)
3711668,3296526,8136,2,(co-production)
3711604,3296419,80717,2,(presents)
3711607,3296419,154371,2,(presents)
3711867,3296551,121369,2,(co-production)
3711741,3296657,154432,2,(presents)
3711742,3296657,154433,2,(presents)
3711987,3296765,121195,2,(co-production)
3711869,3296551,153080,2,(co-production)
3711876,3296551,73082,2,(co-production)
3712037,3296834,25067,2,(presents)
3711781,3296738,154450,2,(co-production) (as MMC Independent)
3711782,3296738,77154,2,(co-production)
3711784,3296738,404,2,(co-production) (as Universal Pictures Production)
3711889,3296583,339,2,(co-production)
3712073,3296887,27228,2,(presents)
3711918,3296628,554,2,(co-production)
3711919,3296628,63,2,(co-production)
3711953,3296708,48977,2,(co-production)
3712135,3296945,9349,2,(co-production)
3712540,3297393,154734,2,(presents)
3712350,3297227,25119,2,(presents)
3712374,3297263,10744,2,(presents) (copyright owners)
3712419,3297341,154694,2,(co-production)
3712422,3297346,12424,2,(presents)
3712280,3297132,26234,2,(presents)
3712312,3297167,122644,2,(co-production)
3712435,3297361,22276,2,(presents)
3712445,3297373,154703,2,(co-production)
3712541,3297393,113175,2,(presents)
3712488,3297251,86977,2,(co-production)
3712489,3297251,54939,2,(co-production)
3712853,3297770,154865,2,(co-production)
3712861,3297777,8288,2,(presents)
3712871,3297784,154871,2,(co-production)
3712888,3297817,154878,2,(presents)
3712683,3297554,121081,2,(co-production)
3712776,3297672,4947,2,(presents)
3712543,3297393,154736,2,(presents)
3712544,3297393,154737,2,(presents)
3712556,3297407,154744,2,(co-production)
3712960,3297822,37882,2,(co-production)
3712589,3297459,114179,2,(as Zeitsprung Film Collection) (presents)
3712968,3297822,25280,2,(co-production)
3712969,3297822,25281,2,(co-production)
3712976,3297855,37487,2,(co-production)
3712983,3297859,154925,2,(co-production)
3712995,3297872,154930,2,(co-production)
3712996,3297872,137802,2,(co-production)
3712999,3297872,154931,2,(co-production)
3713000,3297872,8977,2,(co-production)
3713002,3297872,154932,2,(co-production)
3713005,3297872,10226,2,(co-production)
3713013,3297900,75141,2,(co-production)
3712601,3297450,148891,2,(co-production)
3712602,3297450,148892,2,(co-production)
3713370,3298282,155044,2,(co-production)
3713149,3298055,1487,2,(presents) (as The National Film Board of Canada)
3713200,3298078,154992,2,(co-production)
3713256,3298163,25331,2,(presents)
3713289,3298206,60,2,(co-production)
3713290,3298206,33604,2,(co-production)
3713316,3298234,979,2,(co-production)
3713320,3298234,6690,2,(co-production)
3713327,3298240,10047,2,(co-production)
3713378,3298293,155048,2,(co-production)
3713342,3298254,113916,2,(co-production) (in association with)
3713343,3298254,115301,2,(production company) (presents)
3713421,3298336,142808,2,(presents)
3713575,3298512,155109,2,(co-production)
3713576,3298512,49933,2,(co-production)
3713580,3298522,155110,2,(presents)
3713716,3298727,155160,2,(co-production)
3713717,3298727,155161,2,(co-production)
3713436,3298356,23935,2,(co-production)
3713437,3298356,155068,2,(co-production)
3713447,3298368,22079,2,(presents)
3713468,3298365,979,2,(co-production)
3713782,3298814,25444,2,(presents)
3713783,3298814,155181,2,(presents)
3713472,3298365,155079,2,(co-production)
3713474,3298365,3009,2,(co-production)
3713503,3298427,66901,2,(co-production)
3713519,3298445,5478,2,(co-production)
3714336,3299548,155380,2,(co-production)
3714071,3299201,2677,2,(co-production)
3714083,3299215,1698,2,(presents) (as Twentieth Century-Fox)
3714116,3299266,24716,2,(presents)
3714143,3299302,155316,2,(presents)
3714156,3299318,44106,2,(presents) (as Newmarket)
3713918,3299003,155222,2,(co-production)
3714203,3299381,8257,2,(presents) (as Radio Pictures)
3714218,3299417,25537,2,(presents)
3714337,3299548,155381,2,(co-production)
3714388,3299598,25570,2,(presents)
3714811,3300160,121081,2,(co-production)
3714457,3299690,47993,2,(co-production)
3714459,3299690,98763,2,(co-production)
3714552,3299852,155439,2,(co-production)
3714557,3299865,155440,2,(presents)
3714569,3299812,155447,2,(co-production)
3714621,3299917,2822,2,(presents)
3714815,3300167,155527,2,(co-production)
3714832,3300185,155535,2,(in association with) (presents)
3714675,3299991,4583,2,(co-production)
3714833,3300185,155536,2,(presents)
3714851,3300202,155541,2,(presents)
3714957,3300330,25737,2,(presents)
3714867,3300226,155547,2,(presents)
3714871,3300234,25712,2,(presents)
3714903,3300270,8253,2,(presents)
3715371,3300841,25805,2,(co-production)
3715049,3300453,155596,2,(presents)
3715052,3300455,24096,2,(co-production)
3715054,3300455,120313,2,(co-production)
3715055,3300455,21493,2,(co-production)
3715219,3300657,2822,2,(presents)
3715372,3300841,155708,2,(presents)
3715803,3301360,73276,2,(presents)
3715843,3301397,121698,2,(presents) (as Aston Entertainment)
3715661,3301216,1469,2,(presents) (as Warner Bros. Pictures Inc.) (A Warner Bros. Picture)
3715679,3301251,155794,2,(co-production)
3715607,3301126,1487,2,(presents) (produced by)
3715855,3301412,287,2,(controlled by Loew's Incorporated) (presents)
3715992,3301529,287,2,(presents)
3715997,3301535,4418,2,(presents)
3716009,3301547,22268,2,(presents)
3715874,3301429,578,2,(as TNT) (presents)
3716025,3301568,155884,2,(presents)
3716029,3301569,155884,2,(presents)
3715778,3301331,116871,2,(presents)
3715880,3301433,155839,2,(presents)
3715881,3301433,117853,2,(as ImageMovers Digital) (presents)
3715883,3301433,8253,2,(presents)
3715941,3301491,2042,2,(presents)
3716098,3301636,1469,2,(presents)
3716132,3301695,25751,2,(presents) (as The Ministry of Information)
3715953,3301501,32264,2,(presents)
3716158,3301710,4583,2,(presents)
3716160,3301710,23778,2,(presents)
3716172,3301725,10047,2,(co-production)
3716313,3301896,3513,2,(presents)
3716907,3302607,117974,2,(co-production)
3716343,3301938,155974,2,(presents)
3716344,3301938,155975,2,(presents)
3716366,3301959,6922,2,(presents)
3716470,3302090,3473,2,(co-production) (as La Sept/ARTE)
3716471,3302090,11069,2,(co-production)
3716472,3302090,69547,2,(co-production)
3716473,3302090,73716,2,(co-production) (as Zentropa Production)
3716658,3302324,2042,2,(presents)
3716666,3302330,23787,2,(presents)
3716725,3302393,5001,2,(co-production)
3716234,3301810,1469,2,(presents) (as Warner Bros. A Kinney Company)
3717061,3302846,41286,2,(presents)
3716909,3302607,156130,2,(co-production)
3717365,3303160,99937,2,(presents)
3717134,3302928,8257,2,"(presents) (as RKO Radio Pictures, Inc.) (as a Pandro S. Berman production)"
3717151,3302950,156201,2,(co-production)
3717538,3303325,287,2,(presents) (controlled by Loew's Incorporated) (A Sam Wood Production)
3717204,3302993,156214,2,(co-production)
3717210,3302993,141566,2,(co-production)
3717220,3303000,8257,2,"(presents) (as R K O Radio Pictures, Inc.) (as An R K O Radio Picture also)"
3717231,3303008,123536,2,(presents)
3717370,3303164,8257,2,"(presents) (as R K O Radio Pictures, Inc.)"
3717373,3303171,21660,2,(co-production)
3718059,3304084,18809,2,(presents)
3717719,3303614,156351,2,(presents) (produced for)
3717740,3303673,26221,2,(presents)
3717772,3303742,156365,2,(presents)
3717853,3303854,156387,2,(presents)
3717593,3303419,150938,2,(presents)
3717912,3303909,26252,2,(co-production)
3718073,3304099,156445,2,(presents)
3717917,3303912,156404,2,(presents)
3718125,3304163,156460,2,(presents)
3717932,3303929,86513,2,(presents)
3717939,3303939,2042,2,(presents)
3718240,3304322,1469,2,(presents) (as Warner Bros. Pictures Inc.) (A Warner Bros.-First National Picture)
3718249,3304342,1469,2,(presents) (as Warner Bros. Pictures) (as A Warner Bros.- First National Picture also)
3718266,3304360,2469,2,(co-production)
3718269,3304360,24096,2,(co-production)
3718271,3304360,21493,2,(co-production)
3718200,3304276,26314,2,(presents)
3718322,3304442,10859,2,(presents)
3718337,3304444,156530,2,(presents)
3718581,3304748,156587,2,(co-production)
3718392,3304509,156540,2,(presents)
3718414,3304541,6127,2,(co-production)
3718451,3304594,156558,2,(presents)
3718673,3304870,156615,2,(presents)
3718796,3305052,25845,2,(co-production)
3718797,3305052,92268,2,(co-production)
3718808,3305059,33,2,(presents) (as Nickelodeon)
3718720,3304953,152818,2,(presents)
3718721,3304954,59446,2,(co-production)
3719269,3305592,51321,2,(presents)
3719102,3305382,156743,2,(presents)
3718930,3305226,364,2,(presents)
3718932,3305226,61863,2,(presents)
3718933,3305226,23608,2,(presents)
3718941,3305238,2042,2,(presents)
3719010,3305291,10854,2,(presents)
3719012,3305291,8253,2,(presents)
3719022,3305304,4583,2,(presents)
3719025,3305309,156725,2,(co-production)
3719027,3305309,70131,2,(co-production)
3719028,3305309,121081,2,(co-production)
3719187,3305490,154189,2,(co-production)
3719077,3305362,156735,2,(presents)
3719270,3305592,26234,2,(as Columbia Pictures) (presents)
3719276,3305600,156795,2,(presents)
3719305,3305637,156808,2,(presents)
3719489,3305869,2563,2,(as Columbia Pictures) (presents)
3719490,3305869,84,2,(as NBC) (presents)
3719506,3305896,287,2,(as MGM) (presents)
3719368,3305709,26497,2,(co-production)
3719559,3305971,156895,2,(co-production)
3719630,3306072,46007,2,(co-production)
3719638,3306084,6127,2,(co-production)
3719369,3305709,102165,2,(co-production)
3719389,3305727,63286,2,(presents)
3719718,3306197,156926,2,(co-production)
3719719,3306197,26556,2,(co-production)
3719394,3305735,156833,2,(co-production)
3719836,3306344,18464,2,(presents)
3720148,3306764,157046,2,(presents)
3719849,3306356,26579,2,(presents)
3719853,3306360,287,2,(presents) (controlled by Loew's Incorporated) (Clarence Brown's Production)
3719884,3306444,26586,2,(presents)
3719927,3306473,110390,2,(presents)
3720249,3306874,85399,2,(presents)
3720002,3306569,157006,2,(presents)
3720277,3306901,155467,2,(presents)
3720077,3306679,97299,2,(presents)
3720290,3306917,26649,2,(presents)
3720303,3306937,157086,2,(presents)
3720310,3306947,157090,2,(co-production)
3720493,3307206,8257,2,(presents) (as RKO Radio Pictures Inc.)
3720871,3307652,2531,2,(presents)
3720694,3307461,20718,2,(presents)
3720710,3307469,157224,2,(co-production)
3720523,3307243,21982,2,(presents)
3720733,3307500,37080,2,(as Endgame Entertainment Group) (presents)
3720917,3307711,157296,2,(presents)
3720779,3307564,157249,2,(co-production)
3720780,3307564,157250,2,(presents)
3720781,3307564,157251,2,(co-production)
3720782,3307564,39672,2,(co-production)
3720783,3307564,157252,2,(co-production)
3720786,3307564,157254,2,(co-production)
3720791,3307567,23787,2,(presents)
3720802,3307573,8253,2,(presents)
3720635,3307386,1698,2,(as Twentieth Century Fox) (presents)
3720922,3307715,157299,2,"(presents) (as New York, New Haven and Hartford)"
3720832,3307611,26750,2,(presents)
3720978,3307788,6127,2,(co-production)
3721198,3308097,2042,2,(presents)
3721013,3307832,157331,2,(presents)
3721001,3307795,26991,2,(presents)
3721224,3308124,14497,2,(presents)
3721225,3308124,91592,2,(presents)
3721441,3308417,10858,2,(presents)
3721252,3308157,155467,2,(presents)
3721180,3308071,52380,2,(co-production)
3721482,3308480,157459,2,(presents) (as Chairene Productions Ltd. A 'Screen Miniature')
3721571,3308546,157482,2,(presents)
3721492,3308475,157463,2,(presents)
